RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
BCKAL-R,39,CVITM2A,40.0,ESTLP2A,406.0,40.0
BCKAL-R,40,ESTLP2A,41.0,BSATM2A,700.0,60.0
BCKAL-R,41,BSATM2A,42.0,NCATM2A,847.0,60.0
BCKAL-R,42,NCATM2A,43.0,PPETM4A,644.0,60.0
BCKAL-R,43,PPETM4A,44.0,139TM2A,596.0,40.0
BCKAL-R,44,139TM2A,45.0,BOSTM2A,595.0,60.0
BCKAL-R,45,BOSTM2A,46.0,149TM3A,238.0,60.0
BCKAL-R,46,149TM3A,47.0,CPRAD1A,628.0,30.0
BCKAL-R,47,CPRAD1A,48.0,CAODB1A,567.0,40.0
BCKAL-R,48,CAODB1A,49.0,IBHDB1A,216.0,40.0
BCKAL-R,49,IBHDB1A,50.0,BHODB1A,364.0,40.0
BCKAL-R,50,BHODB1A,51.0,CRODB1A,226.0,40.0
BCKAL-R,51,CRODB1A,52.0,TERDB1A,270.0,40.0
BCKAL-R,52,TERDB1A,53.0,AVPDB1A,415.0,40.0
BCKAL-R,53,AVPDB1A,54.0,PIQDB4A,387.0,40.0
BCKAL-R,54,PIQDB4A,55.0,VDADB1A,17.0,40.0
BCKAL-R,55,VDADB1A,56.0,VILDB1A,409.0,40.0
BCKAL-R,56,VILDB1A,57.0,VEODB1A,336.0,40.0
BCKAL-R,57,VEODB1A,58.0,CANDB2A,897.0,40.0
BCKAL-R,58,CANDB2A,59.0,CA6DB2A,190.0,30.0
BCKAL-R,59,CA6DB2A,60.0,C5CDB2A,193.0,40.0
BCKAL-R,60,C5CDB2A,61.0,SAUDB2A,411.0,40.0
BCKAL-R,61,SAUDB2A,62.0,CA4DB2A,250.0,40.0
BCKAL-R,62,CA4DB2A,63.0,C3BDB2A,268.0,40.0
BCKAL-R,63,C3BDB2A,64.0,CAL1C2A,450.0,40.0
BCKAL-R,64,CAL1C2A,64.0,CAL1C2A,0.0,0.0
BCKCS-I,1,CAL1C1A,2.0,C3BDB1A,480.0,40.0
BCKCS-I,2,C3BDB1A,3.0,CA4DB1A,260.0,40.0
BCKCS-I,3,CA4DB1A,4.0,SAUDB1A,268.0,40.0
BCKCS-I,4,SAUDB1A,5.0,C5CDB1A,253.0,30.0
BCKCS-I,5,C5CDB1A,6.0,CA6DB1A,411.0,40.0
BCKCS-I,6,CA6DB1A,7.0,CANDB1A,192.0,40.0
BCKCS-I,7,CANDB1A,8.0,PARDB2A,500.0,40.0
BCKCS-I,8,PARDB2A,9.0,VEODB2A,337.0,40.0
BCKCS-I,9,VEODB2A,10.0,VILDB2A,398.0,40.0
BCKCS-I,10,VILDB2A,11.0,VDADB2A,400.0,40.0
BCKCS-I,11,VDADB2A,12.0,BOSDB3A,540.0,60.0
BCKCS-I,12,BOSDB3A,13.0,PIQDB4A,8.0,40.0
BCKCS-I,13,PIQDB4A,14.0,AVPDB2A,345.0,40.0
BCKCS-I,14,AVPDB2A,15.0,TERDB2A,407.0,40.0
BCKCS-I,15,TERDB2A,16.0,CRODB2A,200.0,40.0
BCKCS-I,16,CRODB2A,17.0,BHODB2A,284.0,40.0
BCKCS-I,17,BHODB2A,18.0,IBHDB2A,364.0,40.0
BCKCS-I,18,IBHDB2A,19.0,CAODB2A,216.0,40.0
BCKCS-I,19,CAODB2A,20.0,CPRAD2A,563.0,30.0
BCKCS-I,20,CPRAD2A,21.0,BOSTM1A,882.0,60.0
BCKCS-I,21,BOSTM1A,22.0,CA1391A,531.0,60.0
BCKCS-I,22,CA1391A,23.0,PAETM1A,418.0,60.0
BCKCS-I,23,PAETM1A,24.0,PPETM4A,362.0,60.0
BCKCS-I,24,PPETM4A,25.0,NCATM1A,509.0,60.0
BCKCS-I,25,NCATM1A,26.0,BSATM1A,847.0,60.0
BCKCS-I,26,BSATM1A,27.0,ESTLP1B,622.0,40.0
BCKCS-I,27,ESTLP1B,28.0,CVITM1A,482.0,60.0
BCKCS-I,28,CVITM1A,29.0,BRITM1A,638.0,60.0
BCKCS-I,29,BRITM1A,30.0,SPNTM1A,362.0,60.0
BCKCS-I,30,SPNTM1A,31.0,SCNTM1A,616.0,60.0
BCKCS-I,31,SCNTM1A,32.0,PCOTM1A,1099.0,60.0
BCKCS-I,32,PCOTM1A,33.0,VLUTM1A,431.0,60.0
BCKCS-I,33,VLUTM1A,34.0,CCOTM1A,880.0,60.0
BCKCS-I,34,CCOTM1A,35.0,GROTM4A,436.0,60.0
BCKCS-I,35,GROTM4A,36.0,ROOTM1A,102.0,40.0
BCKCS-I,36,ROOTM1A,37.0,SHETM1A,655.0,60.0
BCKCS-I,37,SHETM1A,38.0,ESTCO1B,626.0,40.0
BCKCS-I,38,ESTCO1B,39.0,PSMTK4A,477.0,60.0
BCKCS-I,39,PSMTK4A,40.0,MASMITA,177.0,60.0
BCKCS-I,40,MASMITA,41.0,C81TK1A,655.0,60.0
BCKCS-I,41,C81TK1A,42.0,ESPNU1A,305.0,60.0
BCKCS-I,42,ESPNU1A,43.0,ES12O1A,941.0,60.0
BCKCS-I,43,ES12O1A,44.0,ASBTK4A,61.0,60.0
BCKCS-I,44,ASBTK4A,45.0,EBOTK1A,424.0,60.0
BCKCS-I,45,EBOTK1A,46.0,ESTIG1A,655.0,60.0
BCKCS-I,46,ESTIG1A,47.0,INGEN1A,300.0,60.0
BCKCS-I,47,INGEN1A,48.0,BETAN1A,413.0,60.0
BCKCS-I,48,BETAN1A,49.0,C64TK1A,271.0,60.0
BCKCS-I,49,C64TK1A,50.0,MULTK1A,411.0,60.0
BCKCS-I,50,MULTK1A,51.0,LPAVA1A,480.0,60.0
BCKCS-I,51,LPAVA1A,52.0,GCVTM4A,602.0,60.0
BCKCS-I,52,GCVTM4A,53.0,UNATK1A,565.0,60.0
BCKCS-I,53,UNATK1A,54.0,VVETK1A,321.0,60.0
BCKCS-I,54,VVETK1A,54.0,VVETK1A,0.0,0.0
BCKCS-R,1,VVETK2A,2.0,UNATK2A,320.0,60.0
BCKCS-R,2,UNATK2A,3.0,GCVTM4A,536.0,60.0
BCKCS-R,3,GCVTM4A,4.0,LPAVA2A,643.0,60.0
BCKCS-R,4,LPAVA2A,5.0,MULTK2A,485.0,60.0
BCKCS-R,5,MULTK2A,6.0,C64TK2A,425.0,60.0
BCKCS-R,6,C64TK2A,7.0,BETTK2A,270.0,60.0
BCKCS-R,7,BETTK2A,8.0,INGEN2A,410.0,60.0
BCKCS-R,8,INGEN2A,9.0,ESTIG2A,501.0,60.0
BCKCS-R,9,ESTIG2A,10.0,EBOTK2A,509.0,60.0
BCKCS-R,10,EBOTK2A,11.0,ASBTK4A,322.0,60.0
BCKCS-R,11,ASBTK4A,12.0,ES12O2A,101.0,60.0
BCKCS-R,12,ES12O2A,13.0,CPATK2A,344.0,60.0
BCKCS-R,13,CPATK2A,14.0,ESPNU2A,543.0,60.0
BCKCS-R,14,ESPNU2A,15.0,C81TK2A,214.0,60.0
BCKCS-R,15,C81TK2A,16.0,GESTATA,648.0,60.0
BCKCS-R,16,GESTATA,17.0,COLTM2A,769.0,60.0
BCKCS-R,17,COLTM2A,18.0,SHETM2A,619.0,60.0
BCKCS-R,18,SHETM2A,19.0,ROOTM2A,608.0,40.0
BCKCS-R,19,ROOTM2A,20.0,GROTM4A,165.0,60.0
BCKCS-R,20,GROTM4A,21.0,CCOTM2A,695.0,60.0
BCKCS-R,21,CCOTM2A,22.0,CLITM3A,264.0,60.0
BCKCS-R,22,CLITM3A,23.0,VLUTM2A,347.0,60.0
BCKCS-R,23,VLUTM2A,24.0,PCOTM2A,476.0,60.0
BCKCS-R,24,PCOTM2A,25.0,SCNTM2A,1093.0,60.0
BCKCS-R,25,SCNTM2A,26.0,SPNTM2A,601.0,60.0
BCKCS-R,26,SPNTM2A,27.0,BRITM2A,330.0,60.0
BCKCS-R,27,BRITM2A,28.0,CVITM2A,638.0,60.0
BCKCS-R,28,CVITM2A,29.0,ESTLP2A,406.0,40.0
BCKCS-R,29,ESTLP2A,30.0,BSATM2A,700.0,60.0
BCKCS-R,30,BSATM2A,31.0,NCATM2A,847.0,60.0
BCKCS-R,31,NCATM2A,32.0,PPETM4A,644.0,60.0
BCKCS-R,32,PPETM4A,33.0,139TM2A,596.0,40.0
BCKCS-R,33,139TM2A,34.0,BOSTM2A,595.0,60.0
BCKCS-R,34,BOSTM2A,35.0,149TM3A,238.0,60.0
BCKCS-R,35,149TM3A,36.0,CPRAD1A,628.0,30.0
BCKCS-R,36,CPRAD1A,37.0,CAODB1A,567.0,40.0
BCKCS-R,37,CAODB1A,38.0,IBHDB1A,216.0,40.0
BCKCS-R,38,IBHDB1A,39.0,BHODB1A,364.0,40.0
BCKCS-R,39,BHODB1A,40.0,CRODB1A,226.0,40.0
BCKCS-R,40,CRODB1A,41.0,TERDB1A,270.0,40.0
BCKCS-R,41,TERDB1A,42.0,AVPDB1A,415.0,40.0
BCKCS-R,42,AVPDB1A,43.0,PIQDB4A,387.0,40.0
BCKCS-R,43,PIQDB4A,44.0,VDADB1A,17.0,40.0
BCKCS-R,44,VDADB1A,45.0,VILDB1A,409.0,40.0
BCKCS-R,45,VILDB1A,46.0,VEODB1A,336.0,40.0
BCKCS-R,46,VEODB1A,47.0,CANDB2A,897.0,40.0
BCKCS-R,47,CANDB2A,48.0,CA6DB2A,190.0,30.0
BCKCS-R,48,CA6DB2A,49.0,C5CDB2A,193.0,40.0
BCKCS-R,49,C5CDB2A,50.0,SAUDB2A,411.0,40.0
BCKCS-R,50,SAUDB2A,51.0,CA4DB2A,250.0,40.0
BCKCS-R,51,CA4DB2A,52.0,C3BDB2A,268.0,40.0
BCKCS-R,52,C3BDB2A,53.0,CAL1C2A,450.0,40.0
BCKCS-R,53,CAL1C2A,53.0,CAL1C2A,0.0,0.0
BCKMA-I,1,CAL1C1A,2.0,C3BDB1A,480.0,40.0
BCKMA-I,2,C3BDB1A,3.0,CA4DB1A,260.0,40.0
BCKMA-I,3,CA4DB1A,4.0,SAUDB1A,268.0,40.0
BCKMA-I,4,SAUDB1A,5.0,C5CDB1A,253.0,30.0
BCKMA-I,5,C5CDB1A,6.0,CA6DB1A,411.0,40.0
BCKMA-I,6,CA6DB1A,7.0,CANDB1A,192.0,40.0
BCKMA-I,7,CANDB1A,8.0,PARDB2A,500.0,40.0
BCKMA-I,8,PARDB2A,9.0,VEODB2A,337.0,40.0
BCKMA-I,9,VEODB2A,10.0,VILDB2A,398.0,40.0
BCKMA-I,10,VILDB2A,11.0,VDADB2A,400.0,40.0
BCKMA-I,11,VDADB2A,12.0,BOSDB3A,540.0,60.0
BCKMA-I,12,BOSDB3A,13.0,PIQDB4A,8.0,40.0
BCKMA-I,13,PIQDB4A,14.0,AVPDB2A,345.0,40.0
BCKMA-I,14,AVPDB2A,15.0,TERDB2A,407.0,40.0
BCKMA-I,15,TERDB2A,16.0,CRODB2A,200.0,40.0
BCKMA-I,16,CRODB2A,17.0,BHODB2A,284.0,40.0
BCKMA-I,17,BHODB2A,18.0,IBHDB2A,364.0,40.0
BCKMA-I,18,IBHDB2A,19.0,CAODB2A,216.0,40.0
BCKMA-I,19,CAODB2A,20.0,CPRAD2A,563.0,30.0
BCKMA-I,20,CPRAD2A,21.0,BOSTM1A,882.0,60.0
BCKMA-I,21,BOSTM1A,22.0,CA1391A,531.0,60.0
BCKMA-I,22,CA1391A,23.0,PAETM1A,418.0,60.0
BCKMA-I,23,PAETM1A,24.0,PPETM4A,362.0,60.0
BCKMA-I,24,PPETM4A,25.0,NCATM1A,509.0,60.0
BCKMA-I,25,NCATM1A,26.0,BSATM1A,847.0,60.0
BCKMA-I,26,BSATM1A,27.0,ESTLP1B,622.0,40.0
BCKMA-I,27,ESTLP1B,28.0,CVITM1A,482.0,60.0
BCKMA-I,28,CVITM1A,29.0,BRITM1A,638.0,60.0
BCKMA-I,29,BRITM1A,30.0,SPNTM1A,362.0,60.0
BCKMA-I,30,SPNTM1A,31.0,SCNTM1A,616.0,60.0
BCKMA-I,31,SCNTM1A,32.0,PCOTM1A,1099.0,60.0
BCKMA-I,32,PCOTM1A,33.0,VLUTM1A,431.0,60.0
BCKMA-I,33,VLUTM1A,34.0,CCOTM1A,880.0,60.0
BCKMA-I,34,CCOTM1A,35.0,GROTM4A,436.0,60.0
BCKMA-I,35,GROTM4A,36.0,ROOTM1A,102.0,40.0
BCKMA-I,36,ROOTM1A,37.0,SHETM1A,655.0,60.0
BCKMA-I,37,SHETM1A,38.0,ESTCO1B,626.0,40.0
BCKMA-I,38,ESTCO1B,39.0,PSMTK4A,477.0,60.0
BCKMA-I,39,PSMTK4A,40.0,MASMITA,177.0,60.0
BCKMA-I,40,MASMITA,41.0,C81TK1A,655.0,60.0
BCKMA-I,41,C81TK1A,42.0,ESPNU1A,305.0,60.0
BCKMA-I,42,ESPNU1A,43.0,ES12O1A,941.0,60.0
BCKMA-I,43,ES12O1A,44.0,ASBTK4A,61.0,60.0
BCKMA-I,44,ASBTK4A,45.0,EBOTK1A,424.0,60.0
BCKMA-I,45,EBOTK1A,46.0,ESTIG1A,655.0,60.0
BCKMA-I,46,ESTIG1A,47.0,INGEN1A,300.0,60.0
BCKMA-I,47,INGEN1A,48.0,BETAN1A,413.0,60.0
BCKMA-I,48,BETAN1A,49.0,C64TK1A,271.0,60.0
BCKMA-I,49,C64TK1A,50.0,LPAVA1A,891.0,60.0
BCKMA-I,50,LPAVA1A,51.0,GCVTM4A,602.0,60.0
BCKMA-I,51,GCVTM4A,52.0,UNATK1A,565.0,60.0
BCKMA-I,52,UNATK1A,53.0,VVETK1A,321.0,60.0
BCKMA-I,53,VVETK1A,54.0,AVNCE4A,554.0,60.0
BCKMA-I,54,AVNCE4A,55.0,MSOCE1A,293.0,60.0
BCKMA-I,55,MSOCE1A,56.0,PERVE3A,598.0,60.0
BCKMA-I,56,PERVE3A,57.0,IGLDB3A,274.0,60.0
BCKMA-I,57,IGLDB3A,58.0,PCACE3A,288.0,60.0
BCKMA-I,58,PCACE3A,59.0,POLCE3A,458.0,40.0
BCKMA-I,59,POLCE3A,60.0,ERVCE3A,324.0,30.0
BCKMA-I,60,ERVCE3A,61.0,ESTAMAN,353.0,40.0
BCKMA-I,61,ESTAMAN,61.0,ESTAMAN,0.0,0.0
BCKMA-R,1,ESTAMAN,2.0,MCACE3A,405.0,40.0
BCKMA-R,2,MCACE3A,3.0,C28CE3A,338.0,60.0
BCKMA-R,3,C28CE3A,4.0,LONCE3A,284.0,60.0
BCKMA-R,4,LONCE3A,5.0,PFACE3A,279.0,60.0
BCKMA-R,5,PFACE3A,6.0,MEFCE4A,139.0,60.0
BCKMA-R,6,MEFCE4A,7.0,IJACE3A,98.0,60.0
BCKMA-R,7,IJACE3A,8.0,AVNCE4A,782.0,60.0
BCKMA-R,8,AVNCE4A,9.0,VVETK2A,274.0,60.0
BCKMA-R,9,VVETK2A,10.0,UNATK2A,320.0,60.0
BCKMA-R,10,UNATK2A,11.0,GCVTM4A,536.0,60.0
BCKMA-R,11,GCVTM4A,12.0,LPAVA2A,643.0,60.0
BCKMA-R,12,LPAVA2A,13.0,C64TK2A,910.0,60.0
BCKMA-R,13,C64TK2A,14.0,BETTK2A,270.0,60.0
BCKMA-R,14,BETTK2A,15.0,INGEN2A,410.0,60.0
BCKMA-R,15,INGEN2A,16.0,ESTIG2A,501.0,60.0
BCKMA-R,16,ESTIG2A,17.0,EBOTK2A,509.0,60.0
BCKMA-R,17,EBOTK2A,18.0,ASBTK4A,322.0,60.0
BCKMA-R,18,ASBTK4A,19.0,ES12O2A,101.0,60.0
BCKMA-R,19,ES12O2A,20.0,CPATK2A,344.0,60.0
BCKMA-R,20,CPATK2A,21.0,ESPNU2A,543.0,60.0
BCKMA-R,21,ESPNU2A,22.0,C81TK2A,214.0,60.0
BCKMA-R,22,C81TK2A,23.0,GESTATA,648.0,60.0
BCKMA-R,23,GESTATA,24.0,COLTM2A,769.0,60.0
BCKMA-R,24,COLTM2A,25.0,SHETM2A,619.0,60.0
BCKMA-R,25,SHETM2A,26.0,ROOTM2A,608.0,40.0
BCKMA-R,26,ROOTM2A,27.0,GROTM4A,165.0,60.0
BCKMA-R,27,GROTM4A,28.0,CCOTM2A,695.0,60.0
BCKMA-R,28,CCOTM2A,29.0,CLITM3A,264.0,60.0
BCKMA-R,29,CLITM3A,30.0,VLUTM2A,347.0,60.0
BCKMA-R,30,VLUTM2A,31.0,PCOTM2A,476.0,60.0
BCKMA-R,31,PCOTM2A,32.0,SCNTM2A,1093.0,60.0
BCKMA-R,32,SCNTM2A,33.0,SPNTM2A,601.0,60.0
BCKMA-R,33,SPNTM2A,34.0,BRITM2A,330.0,60.0
BCKMA-R,34,BRITM2A,35.0,CVITM2A,638.0,60.0
BCKMA-R,35,CVITM2A,36.0,ESTLP2A,406.0,40.0
BCKMA-R,36,ESTLP2A,37.0,BSATM2A,700.0,60.0
BCKMA-R,37,BSATM2A,38.0,NCATM2A,847.0,60.0
BCKMA-R,38,NCATM2A,39.0,PPETM4A,644.0,60.0
BCKMA-R,39,PPETM4A,40.0,139TM2A,596.0,40.0
BCKMA-R,40,139TM2A,41.0,BOSTM2A,595.0,60.0
BCKMA-R,41,BOSTM2A,42.0,149TM3A,238.0,60.0
BCKMA-R,42,149TM3A,43.0,CPRAD1A,628.0,30.0
BCKMA-R,43,CPRAD1A,44.0,CAODB1A,567.0,40.0
BCKMA-R,44,CAODB1A,45.0,IBHDB1A,216.0,40.0
BCKMA-R,45,IBHDB1A,46.0,BHODB1A,364.0,40.0
BCKMA-R,46,BHODB1A,47.0,CRODB1A,226.0,40.0
BCKMA-R,47,CRODB1A,48.0,TERDB1A,270.0,40.0
BCKMA-R,48,TERDB1A,49.0,AVPDB1A,415.0,40.0
BCKMA-R,49,AVPDB1A,50.0,PIQDB4A,387.0,40.0
BCKMA-R,50,PIQDB4A,51.0,VDADB1A,17.0,40.0
BCKMA-R,51,VDADB1A,52.0,VILDB1A,409.0,40.0
BCKMA-R,52,VILDB1A,53.0,VEODB1A,336.0,40.0
BCKMA-R,53,VEODB1A,54.0,CANDB2A,897.0,40.0
BCKMA-R,54,CANDB2A,55.0,CA6DB2A,190.0,30.0
BCKMA-R,55,CA6DB2A,56.0,C5CDB2A,193.0,40.0
BCKMA-R,56,C5CDB2A,57.0,SAUDB2A,411.0,40.0
BCKMA-R,57,SAUDB2A,58.0,CA4DB2A,250.0,40.0
BCKMA-R,58,CA4DB2A,59.0,C3BDB2A,268.0,40.0
BCKMA-R,59,C3BDB2A,60.0,CAL1C2A,450.0,40.0
BCKMA-R,60,CAL1C2A,60.0,CAL1C2A,0.0,0.0
BCSMA-I,1,VERDB2A,2.0,CELDB2A,440.0,40.0
BCSMA-I,2,CELDB2A,3.0,CIRCU2A,250.0,40.0
BCSMA-I,3,CIRCU2A,4.0,PIQDB4A,363.0,40.0
BCSMA-I,4,PIQDB4A,5.0,ESCDB2A,224.0,40.0
BCSMA-I,5,ESCDB2A,6.0,CNEDB3A,274.0,60.0
BCSMA-I,6,CNEDB3A,7.0,CA6DB2A,399.0,30.0
BCSMA-I,7,CA6DB2A,8.0,C5CDB2A,193.0,40.0
BCSMA-I,8,C5CDB2A,9.0,SAUDB2A,411.0,40.0
BCSMA-I,9,SAUDB2A,10.0,CA4DB2A,250.0,40.0
BCSMA-I,10,CA4DB2A,11.0,C3BDB2A,268.0,40.0
BCSMA-I,11,C3BDB2A,12.0,CAL1C2A,450.0,40.0
BCSMA-I,12,CAL1C2A,13.0,149TM3A,440.0,60.0
BCSMA-I,13,149TM3A,14.0,CPRAD1A,628.0,30.0
BCSMA-I,14,CPRAD1A,15.0,CAODB1A,567.0,40.0
BCSMA-I,15,CAODB1A,16.0,IBHDB1A,216.0,40.0
BCSMA-I,16,IBHDB1A,17.0,BHODB1A,364.0,40.0
BCSMA-I,17,BHODB1A,18.0,CRODB1A,226.0,40.0
BCSMA-I,18,CRODB1A,19.0,TERDB1A,270.0,40.0
BCSMA-I,19,TERDB1A,20.0,AVPDB1A,415.0,40.0
BCSMA-I,20,AVPDB1A,21.0,PIQDB4A,387.0,40.0
BCSMA-I,21,PIQDB4A,22.0,VDADB1A,17.0,40.0
BCSMA-I,22,VDADB1A,23.0,EVIDB1A,338.0,60.0
BCSMA-I,23,EVIDB1A,24.0,GLACS1A,2020.0,80.0
BCSMA-I,24,GLACS1A,25.0,LLBCS1A,3970.0,80.0
BCSMA-I,25,LLBCS1A,26.0,CESCO1A,3212.0,80.0
BCSMA-I,26,CESCO1A,27.0,GATCS1A,3762.0,80.0
BCSMA-I,27,GATCS1A,28.0,GMAVI4A,2500.0,60.0
BCSMA-I,28,GMAVI4A,29.0,PAICT1A,232.0,60.0
BCSMA-I,29,PAICT1A,30.0,AQGCT3A,603.0,40.0
BCSMA-I,30,AQGCT3A,31.0,URRACCA,681.0,60.0
BCSMA-I,31,URRACCA,32.0,C39CT3A,521.0,60.0
BCSMA-I,32,C39CT3A,33.0,HNICT3A,347.0,60.0
BCSMA-I,33,HNICT3A,34.0,BOULECA,519.0,60.0
BCSMA-I,34,BOULECA,35.0,ESTAMAB,777.0,40.0
BCSMA-I,35,ESTAMAB,35.0,ESTAMAB,0.0,0.0
BCSMA-R,1,ESTAMAB,2.0,C26CT3A,794.0,40.0
BCSMA-R,2,C26CT3A,3.0,C32CT3A,517.0,60.0
BCSMA-R,3,C32CT3A,4.0,C41CT3A,751.0,60.0
BCSMA-R,4,C41CT3A,5.0,C49CT3A,914.0,60.0
BCSMA-R,5,C49CT3A,6.0,PAICT2A,548.0,60.0
BCSMA-R,6,PAICT2A,7.0,GMAVI4A,279.0,60.0
BCSMA-R,7,GMAVI4A,8.0,GATCS2A,2505.0,80.0
BCSMA-R,8,GATCS2A,9.0,CESCO1A,3701.0,80.0
BCSMA-R,9,CESCO1A,10.0,LLBCS2A,3013.0,80.0
BCSMA-R,10,LLBCS2A,11.0,GLACS2A,3970.0,80.0
BCSMA-R,11,GLACS2A,12.0,EVIDB2A,2494.0,60.0
BCSMA-R,12,EVIDB2A,13.0,VDADB2A,349.0,40.0
BCSMA-R,13,VDADB2A,14.0,ESCDB2A,483.0,40.0
BCSMA-R,14,ESCDB2A,15.0,CANDB2A,274.0,40.0
BCSMA-R,15,CANDB2A,16.0,CA6DB2A,399.0,30.0
BCSMA-R,16,CA6DB2A,17.0,C5CDB2A,193.0,40.0
BCSMA-R,17,C5CDB2A,18.0,SAUDB2A,411.0,40.0
BCSMA-R,18,SAUDB2A,19.0,CA4DB2A,250.0,40.0
BCSMA-R,19,CA4DB2A,20.0,C3BDB2A,268.0,40.0
BCSMA-R,20,C3BDB2A,21.0,CAL1C2A,450.0,40.0
BCSMA-R,21,CAL1C2A,22.0,149TM3A,440.0,60.0
BCSMA-R,22,149TM3A,23.0,CPRAD1A,628.0,30.0
BCSMA-R,23,CPRAD1A,24.0,CAODB1A,567.0,40.0
BCSMA-R,24,CAODB1A,25.0,IBHDB1A,216.0,40.0
BCSMA-R,25,IBHDB1A,26.0,BHODB1A,364.0,40.0
BCSMA-R,26,BHODB1A,27.0,CRODB1A,226.0,40.0
BCSMA-R,27,CRODB1A,28.0,TERDB1A,270.0,40.0
BCSMA-R,28,TERDB1A,29.0,AVPDB1A,415.0,40.0
BCSMA-R,29,AVPDB1A,30.0,PIQDB4A,387.0,40.0
BCSMA-R,30,PIQDB4A,31.0,CIRDB1A,386.0,40.0
BCSMA-R,31,CIRDB1A,32.0,CELDB1A,244.0,40.0
BCSMA-R,32,CELDB1A,33.0,VERDB1A,438.0,80.0
BCSMA-R,33,VERDB1A,33.0,VERDB1A,0.0,0.0
BCVAL-I,1,CAL1C1A,2.0,C3BDB1A,480.0,40.0
BCVAL-I,2,C3BDB1A,3.0,CA4DB1A,260.0,40.0
BCVAL-I,3,CA4DB1A,4.0,SAUDB1A,268.0,40.0
BCVAL-I,4,SAUDB1A,5.0,C5CDB1A,253.0,30.0
BCVAL-I,5,C5CDB1A,6.0,CA6DB1A,411.0,40.0
BCVAL-I,6,CA6DB1A,7.0,CANDB1A,192.0,40.0
BCVAL-I,7,CANDB1A,8.0,PARDB2A,500.0,40.0
BCVAL-I,8,PARDB2A,9.0,VEODB2A,337.0,40.0
BCVAL-I,9,VEODB2A,10.0,VILDB2A,398.0,40.0
BCVAL-I,10,VILDB2A,11.0,VDADB2A,400.0,40.0
BCVAL-I,11,VDADB2A,12.0,BOSDB3A,540.0,60.0
BCVAL-I,12,BOSDB3A,13.0,PIQDB4A,8.0,40.0
BCVAL-I,13,PIQDB4A,14.0,AVPDB2A,345.0,40.0
BCVAL-I,14,AVPDB2A,15.0,TERDB2A,407.0,40.0
BCVAL-I,15,TERDB2A,16.0,CRODB2A,200.0,40.0
BCVAL-I,16,CRODB2A,17.0,BHODB2A,284.0,40.0
BCVAL-I,17,BHODB2A,18.0,IBHDB2A,364.0,40.0
BCVAL-I,18,IBHDB2A,19.0,CAODB2A,216.0,40.0
BCVAL-I,19,CAODB2A,20.0,CPRAD2A,563.0,30.0
BCVAL-I,20,CPRAD2A,21.0,BOSTM1A,882.0,60.0
BCVAL-I,21,BOSTM1A,22.0,CA1391A,531.0,60.0
BCVAL-I,22,CA1391A,23.0,PAITM1A,427.0,60.0
BCVAL-I,23,PAITM1A,24.0,140TM3A,212.0,40.0
BCVAL-I,24,140TM3A,25.0,BALMO2A,683.0,60.0
BCVAL-I,25,BALMO2A,26.0,PPETM4A,130.0,60.0
BCVAL-I,26,PPETM4A,27.0,JJVAL1A,384.0,60.0
BCVAL-I,27,JJVAL1A,28.0,CEPVE1A,259.0,60.0
BCVAL-I,28,CEPVE1A,29.0,JUAVE1A,647.0,60.0
BCVAL-I,29,JUAVE1A,30.0,PINVE1A,719.0,60.0
BCVAL-I,30,PINVE1A,31.0,ESTAD1A,432.0,40.0
BCVAL-I,31,ESTAD1A,32.0,VENVE1A,403.0,60.0
BCVAL-I,32,VENVE1A,33.0,GUAVE1A,323.0,60.0
BCVAL-I,33,GUAVE1A,34.0,SFEVE1A,278.0,60.0
BCVAL-I,34,SFEVE1A,35.0,SPSVE1A,279.0,60.0
BCVAL-I,35,SPSVE1A,36.0,SCOVE1A,288.0,60.0
BCVAL-I,36,SCOVE1A,37.0,SCSVE1A,351.0,60.0
BCVAL-I,37,SCSVE1A,38.0,PJDVE1A,277.0,60.0
BCVAL-I,38,PJDVE1A,39.0,ERFVE1A,454.0,60.0
BCVAL-I,39,ERFVE1A,40.0,POLVE1A,288.0,60.0
BCVAL-I,40,POLVE1A,41.0,LIMVE1A,268.0,60.0
BCVAL-I,41,LIMVE1A,42.0,PCAVE1A,219.0,60.0
BCVAL-I,42,PCAVE1A,43.0,VLOVE1A,711.0,60.0
BCVAL-I,43,VLOVE1A,44.0,BALBO1A,770.0,60.0
BCVAL-I,44,BALBO1A,45.0,PBAVE4A,87.0,60.0
BCVAL-I,45,PBAVE4A,46.0,MCOVE3A,148.0,60.0
BCVAL-I,46,MCOVE3A,47.0,TESVE1A,184.0,60.0
BCVAL-I,47,TESVE1A,48.0,ERHVE1A,416.0,60.0
BCVAL-I,48,ERHVE1A,49.0,ELEVE1A,310.0,60.0
BCVAL-I,49,ELEVE1A,50.0,C92VE1A,488.0,60.0
BCVAL-I,50,C92VE1A,51.0,S99VE1A,268.0,60.0
BCVAL-I,51,S99VE1A,52.0,CA5VE1A,272.0,60.0
BCVAL-I,52,CA5VE1A,53.0,OCTVE1A,446.0,60.0
BCVAL-I,53,OCTVE1A,54.0,ETLVE4A,213.0,60.0
BCVAL-I,54,ETLVE4A,55.0,DEPVE1A,77.0,60.0
BCVAL-I,55,DEPVE1A,56.0,APEVE1A,247.0,60.0
